Date,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,15Y,20Y,30Y
8/31/2005,3.508,3.717,3.764,3.858,3.864,3.884,3.905,3.939,3.974,4.009,4.045,4.081,4.172,4.276,4.388
7/29/2005,3.408,3.686,3.812,4.069,4.125,4.15,4.176,4.211,4.247,4.284,4.321,4.354,4.426,4.508,4.6
6/30/2005,3.127,3.34,3.452,3.68,3.685,3.713,3.743,3.791,3.84,3.89,3.941,3.988,4.09,4.207,4.339
5/31/2005,2.96,3.123,3.288,3.621,3.674,3.73,3.787,3.841,3.895,3.951,4.008,4.064,4.19,4.334,4.502
4/29/2005,2.903,3.183,3.354,3.699,3.773,3.864,3.955,4.024,4.094,4.165,4.238,4.301,4.413,4.544,4.701
3/31/2005,2.778,3.131,3.362,3.83,3.992,4.117,4.241,4.311,4.382,4.455,4.53,4.599,4.693,4.806,4.945
2/28/2005,2.766,2.988,3.206,3.647,3.822,3.953,4.084,4.163,4.244,4.327,4.412,4.497,4.617,4.761,4.941
1/31/2005,2.48,2.737,2.929,3.315,3.472,3.616,3.761,3.858,3.958,4.06,4.164,4.254,4.414,4.604,4.847
12/31/2004,2.227,2.589,2.759,3.104,3.284,3.482,3.68,3.815,3.954,4.096,4.241,4.376,4.592,4.85,5.195
11/30/2004,2.211,2.376,2.594,3.036,3.308,3.54,3.773,3.916,4.063,4.214,4.368,4.523,4.755,5.036,5.423
10/29/2004,1.908,2.132,2.279,2.576,2.848,3.1,3.353,3.52,3.69,3.865,4.044,4.2,4.468,4.791,5.243
9/30/2004,1.712,1.997,2.21,2.638,2.924,3.186,3.448,3.613,3.783,3.956,4.134,4.3,4.572,4.899,5.37
8/31/2004,1.588,1.797,2.005,2.42,2.78,3.085,3.389,3.564,3.744,3.928,4.118,4.306,4.59,4.935,5.442
7/30/2004,1.449,1.762,2.077,2.713,3.124,3.459,3.795,3.97,4.151,4.336,4.527,4.692,4.938,5.243,5.702
6/30/2004,1.271,1.63,1.99,2.716,3.169,3.521,3.873,4.053,4.239,4.43,4.627,4.809,5.047,5.346,5.806
5/31/2004,1.085,1.396,1.785,2.57,3.138,3.523,3.907,4.093,4.284,4.482,4.685,4.888,5.119,5.414,5.877
4/30/2004,0.971,1.166,1.558,2.348,2.898,3.317,3.736,3.933,4.137,4.347,4.564,4.751,5.009,5.335,5.858
3/31/2004,0.946,1.012,1.204,1.59,2.012,2.436,2.859,3.09,3.328,3.571,3.821,4.055,4.366,4.747,5.364
2/27/2004,0.949,1.013,1.228,1.658,2.152,2.587,3.025,3.247,3.476,3.71,3.952,4.195,4.479,4.83,5.408
1/30/2004,0.918,1.004,1.281,1.839,2.353,2.796,3.24,3.461,3.688,3.922,4.163,4.369,4.636,4.969,5.526
12/31/2003,0.903,1.001,1.28,1.841,2.397,2.875,3.353,3.572,3.798,4.03,4.269,4.492,4.757,5.091,5.664
11/28/2003,0.939,1.045,1.384,2.066,2.605,3.03,3.457,3.668,3.886,4.11,4.341,4.574,4.83,5.153,5.719
10/31/2003,0.959,1.045,1.308,1.839,2.375,2.862,3.348,3.584,3.826,4.076,4.334,4.554,4.817,5.152,5.748
9/30/2003,0.931,1.006,1.161,1.473,1.949,2.431,2.914,3.158,3.408,3.665,3.931,4.177,4.478,4.852,5.526
8/29/2003,0.979,1.055,1.365,1.989,2.552,3.066,3.582,3.798,4.02,4.25,4.487,4.725,4.958,5.259,5.815
7/31/2003,0.948,1.023,1.267,1.76,2.31,2.867,3.372,3.63,3.895,4.169,4.452,4.694,4.995,5.378,6.116
6/30/2003,0.861,0.973,1.086,1.314,1.663,2.087,2.495,2.732,2.974,3.222,3.476,3.713,4.047,4.446,5.194
5/30/2003,1.108,1.094,1.174,1.335,1.596,1.972,2.347,2.579,2.815,3.056,3.304,3.551,3.87,4.249,4.961
4/30/2003,1.118,1.145,1.262,1.497,1.962,2.434,2.865,3.1,3.34,3.587,3.841,4.06,4.347,4.7,5.382
3/31/2003,1.119,1.128,1.25,1.497,1.935,2.38,2.807,3.041,3.28,3.526,3.779,4.015,4.336,4.728,5.505
2/28/2003,1.2,1.194,1.304,1.523,1.923,2.328,2.733,2.954,3.181,3.412,3.65,3.889,4.196,4.568,5.306
1/31/2003,1.18,1.195,1.365,1.707,2.167,2.634,3.055,3.278,3.506,3.74,3.981,4.186,4.453,4.783,5.447
12/31/2002,1.2,1.214,1.346,1.615,2.021,2.433,2.829,3.062,3.3,3.545,3.797,4.03,4.327,4.689,5.434
11/29/2002,1.221,1.288,1.55,2.08,2.503,2.934,3.365,3.568,3.775,3.989,4.209,4.43,4.681,4.996,5.656
10/31/2002,1.455,1.42,1.508,1.686,2.076,2.472,2.842,3.094,3.353,3.618,3.891,4.126,4.465,4.88,5.782
9/30/2002,1.555,1.513,1.575,1.7,2.012,2.329,2.638,2.861,3.089,3.321,3.56,3.783,4.116,4.515,5.37
8/30/2002,1.68,1.667,1.827,2.147,2.53,2.919,3.307,3.507,3.711,3.922,4.138,4.354,4.586,4.875,5.5
7/31/2002,1.7,1.687,1.877,2.259,2.71,3.17,3.588,3.821,4.06,4.306,4.561,4.721,4.966,5.278,5.983
6/28/2002,1.691,1.752,2.135,2.883,3.314,3.754,4.171,4.345,4.525,4.711,4.903,5.041,5.248,5.514,6.122
5/31/2002,1.733,1.895,2.341,3.243,3.654,4.073,4.492,4.648,4.81,4.978,5.152,5.287,5.445,5.655,6.144
4/30/2002,1.772,1.902,2.354,3.272,3.76,4.26,4.599,4.737,4.881,5.031,5.185,5.317,5.453,5.638,6.069
3/29/2002,1.786,2.105,2.654,3.768,4.209,4.659,4.993,5.112,5.237,5.367,5.502,5.627,5.727,5.87,6.216
2/28/2002,1.762,1.874,2.281,3.103,3.54,3.986,4.35,4.49,4.634,4.784,4.939,5.094,5.242,5.437,5.902
1/31/2002,1.762,1.915,2.342,3.205,3.66,4.126,4.534,4.684,4.839,5,5.167,5.265,5.356,5.489,5.813
12/31/2001,1.734,1.81,2.227,3.07,3.534,4.01,4.457,4.627,4.804,4.987,5.177,5.303,5.395,5.532,5.876
11/30/2001,1.781,1.796,2.155,2.879,3.31,3.751,4.19,4.346,4.506,4.672,4.844,4.975,5.114,5.298,5.753
10/31/2001,2.018,1.945,2.112,2.448,2.879,3.318,3.628,3.783,3.943,4.106,4.275,4.418,4.595,4.816,5.352
9/28/2001,2.375,2.36,2.533,2.88,3.26,3.647,3.953,4.116,4.283,4.454,4.631,4.797,5.043,5.35,6.143
8/31/2001,3.383,3.3,3.423,3.672,3.965,4.263,4.504,4.596,4.691,4.789,4.89,4.991,5.149,5.344,5.832
7/31/2001,3.529,3.466,3.548,3.844,4.12,4.401,4.653,4.774,4.899,5.028,5.162,5.245,5.371,5.534,5.956
6/29/2001,3.661,3.653,3.803,4.303,4.563,4.83,5.081,5.187,5.296,5.409,5.527,5.607,5.694,5.813,6.132
5/31/2001,3.621,3.57,3.706,4.25,4.508,4.773,5.037,5.143,5.254,5.369,5.487,5.578,5.672,5.801,6.148
4/30/2001,3.891,3.957,3.985,4.335,4.588,4.848,5.033,5.127,5.224,5.325,5.428,5.518,5.644,5.807,6.246
3/30/2001,4.289,4.137,4.126,4.23,4.382,4.536,4.662,4.737,4.814,4.894,4.975,5.052,5.211,5.402,5.908
2/28/2001,4.864,4.701,4.472,4.44,4.545,4.651,4.742,4.792,4.844,4.896,4.951,5.005,5.133,5.284,5.676
1/31/2001,5.001,4.801,4.593,4.628,4.703,4.779,4.856,4.939,5.023,5.11,5.198,5.255,5.37,5.511,5.849
12/29/2000,5.898,5.706,5.351,5.158,5.114,5.069,5.032,5.067,5.102,5.138,5.173,5.204,5.319,5.45,5.757
11/30/2000,6.207,6.175,5.915,5.686,5.62,5.552,5.486,5.499,5.511,5.523,5.535,5.546,5.596,5.651,5.776
10/31/2000,6.394,6.403,6.145,5.999,5.954,5.908,5.877,5.866,5.855,5.843,5.83,5.821,5.839,5.856,5.892
9/29/2000,6.216,6.278,6.091,6.07,6.017,5.962,5.924,5.914,5.904,5.894,5.883,5.874,5.909,5.945,6.026
8/31/2000,6.312,6.369,6.216,6.262,6.184,6.105,6.033,5.979,5.924,5.868,5.811,5.755,5.752,5.738,5.694
7/31/2000,6.231,6.354,6.108,6.399,6.339,6.28,6.228,6.2,6.172,6.143,6.114,6.091,6.011,5.918,5.696
6/30/2000,5.865,6.225,6.091,6.48,6.407,6.335,6.267,6.23,6.192,6.153,6.114,6.086,6.05,6.002,5.88
5/31/2000,5.624,6.335,6.298,6.806,6.741,6.679,6.617,6.555,6.493,6.429,6.364,6.313,6.236,6.14,5.897
4/28/2000,5.861,6.118,6.261,6.811,6.745,6.68,6.611,6.536,6.461,6.385,6.307,6.241,6.173,6.084,5.855
3/31/2000,5.88,6.152,6.267,6.6,6.526,6.453,6.381,6.312,6.242,6.17,6.097,6.031,5.99,5.931,5.775
2/29/2000,5.786,6.022,6.268,6.647,6.671,6.698,6.706,6.661,6.616,6.571,6.525,6.48,6.392,6.289,6.031
1/31/2000,5.707,5.908,6.285,6.723,6.752,6.785,6.811,6.804,6.798,6.792,6.786,6.777,6.71,6.635,6.463
12/31/1999,5.339,5.74,5.989,6.355,6.39,6.427,6.464,6.487,6.51,6.534,6.559,6.575,6.579,6.59,6.623
11/30/1999,5.306,5.554,5.714,6.123,6.154,6.188,6.223,6.241,6.26,6.279,6.299,6.315,6.344,6.382,6.48
10/29/1999,5.096,5.278,5.438,5.887,5.947,6.007,6.059,6.075,6.092,6.109,6.128,6.144,6.186,6.239,6.375
9/30/1999,4.856,4.959,5.201,5.695,5.749,5.806,5.862,5.888,5.915,5.944,5.973,6.001,6.052,6.117,6.287
8/31/1999,4.972,5.212,5.308,5.825,5.872,5.922,5.972,5.995,6.018,6.042,6.068,6.093,6.114,6.145,6.229
7/30/1999,4.739,4.888,5.132,5.723,5.784,5.847,5.904,5.927,5.951,5.977,6.003,6.027,6.09,6.167,6.36
6/30/1999,4.784,5.043,5.072,5.608,5.653,5.702,5.75,5.779,5.809,5.84,5.872,5.902,5.957,6.025,6.198
5/31/1999,4.642,4.841,4.984,5.506,5.564,5.624,5.684,5.69,5.697,5.704,5.712,5.721,5.789,5.869,6.067
4/30/1999,4.542,4.659,4.772,5.133,5.19,5.25,5.305,5.335,5.368,5.401,5.435,5.462,5.56,5.675,5.97
3/31/1999,4.48,4.522,4.718,5.064,5.103,5.144,5.185,5.218,5.251,5.286,5.321,5.352,5.474,5.616,5.982
2/26/1999,4.675,4.721,4.877,5.216,5.245,5.273,5.302,5.317,5.332,5.348,5.365,5.382,5.475,5.582,5.856
1/29/1999,4.457,4.455,4.505,4.629,4.62,4.609,4.606,4.63,4.654,4.678,4.703,4.728,4.868,5.027,5.416
12/31/1998,4.458,4.539,4.532,4.586,4.589,4.592,4.598,4.622,4.647,4.672,4.698,4.724,4.868,5.031,5.438
11/30/1998,4.493,4.599,4.502,4.561,4.551,4.542,4.535,4.589,4.643,4.697,4.753,4.808,4.914,5.038,5.351
10/30/1998,4.323,4.358,4.185,4.165,4.207,4.249,4.301,4.39,4.481,4.573,4.667,4.732,4.897,5.091,5.587
9/30/1998,4.366,4.488,4.4,4.321,4.299,4.277,4.264,4.313,4.363,4.414,4.465,4.509,4.683,4.881,5.38
8/31/1998,4.833,4.909,4.859,4.841,4.788,4.825,4.861,4.905,4.949,4.993,5.039,5.076,5.156,5.249,5.488
7/31/1998,5.081,5.2,5.38,5.566,5.544,5.565,5.584,5.581,5.579,5.577,5.575,5.577,5.655,5.742,5.942
6/30/1998,5.083,5.241,5.381,5.556,5.57,5.557,5.545,5.54,5.534,5.529,5.524,5.521,5.586,5.659,5.823
5/29/1998,5.021,5.316,5.424,5.643,5.611,5.621,5.631,5.632,5.632,5.633,5.633,5.635,5.724,5.825,6.062
4/30/1998,4.979,5.233,5.397,5.661,5.696,5.722,5.747,5.75,5.752,5.756,5.759,5.765,5.863,5.974,6.243
3/31/1998,5.125,5.252,5.396,5.653,5.674,5.69,5.706,5.714,5.722,5.73,5.739,5.749,5.846,5.957,6.231
2/27/1998,5.319,5.327,5.401,5.625,5.625,5.656,5.685,5.69,5.695,5.701,5.706,5.713,5.818,5.938,6.239
1/30/1998,5.184,5.23,5.226,5.383,5.411,5.435,5.46,5.492,5.525,5.558,5.592,5.618,5.712,5.822,6.103
12/31/1997,5.352,5.445,5.501,5.738,5.759,5.78,5.802,5.809,5.816,5.823,5.831,5.841,5.901,5.971,6.148
11/28/1997,5.207,5.433,5.515,5.834,5.91,5.922,5.937,5.944,5.951,5.96,5.968,5.978,6.038,6.107,6.288
10/31/1997,5.206,5.316,5.373,5.706,5.788,5.818,5.849,5.867,5.885,5.905,5.925,5.946,6.054,6.182,6.513
9/30/1997,5.105,5.263,5.466,5.882,5.956,6.027,6.102,6.126,6.153,6.18,6.209,6.237,6.334,6.452,6.769
8/29/1997,5.225,5.38,5.585,6.064,6.209,6.277,6.348,6.373,6.398,6.425,6.453,6.482,6.571,6.68,6.983
7/31/1997,5.238,5.318,5.44,5.828,5.895,5.95,6.007,6.033,6.059,6.087,6.116,6.143,6.237,6.352,6.642
6/30/1997,5.176,5.27,5.675,6.189,6.365,6.441,6.521,6.545,6.571,6.599,6.628,6.656,6.75,6.867,7.179
5/30/1997,4.951,5.413,5.782,6.325,6.479,6.559,6.643,6.676,6.712,6.749,6.788,6.828,6.905,7.006,7.284
4/30/1997,5.532,5.532,5.903,6.401,6.553,6.633,6.718,6.749,6.783,6.819,6.856,6.89,6.964,7.06,7.328
3/31/1997,5.539,5.55,6.011,6.554,6.72,6.812,6.908,6.94,6.974,7.011,7.049,7.085,7.14,7.216,7.436
2/28/1997,5.379,5.382,5.673,6.208,6.35,6.436,6.526,6.561,6.598,6.636,6.677,6.718,6.795,6.895,7.181
1/31/1997,5.578,5.578,5.578,6.003,6.176,6.277,6.381,6.439,6.5,6.563,6.629,6.68,6.768,6.884,7.211
12/31/1996,5.178,5.31,5.516,5.979,6.147,6.243,6.344,6.391,6.441,6.493,6.547,6.593,6.655,6.739,6.978
11/29/1996,5.358,5.358,5.372,5.679,5.784,5.862,5.943,5.991,6.041,6.093,6.146,6.196,6.29,6.409,6.737
10/31/1996,5.366,5.366,5.418,5.864,6.01,6.103,6.201,6.26,6.322,6.386,6.452,6.518,6.611,6.732,7.071
9/30/1996,5.691,5.691,5.708,6.239,6.414,6.509,6.608,6.664,6.723,6.784,6.847,6.901,6.961,7.046,7.293
8/30/1996,5.911,5.911,5.925,6.483,6.668,6.776,6.89,6.938,6.988,7.041,7.096,7.146,7.191,7.258,7.46
7/31/1996,6.339,6.339,6.339,6.339,6.515,6.612,6.713,6.764,6.817,6.872,6.929,6.986,7.034,7.103,7.296
6/28/1996,6.226,6.226,6.226,6.226,6.415,6.508,6.605,6.662,6.721,6.783,6.846,6.905,6.944,7.004,7.175
5/31/1996,6.36,6.36,6.36,6.36,6.553,6.667,6.784,6.833,6.884,6.937,6.993,7.048,7.079,7.13,7.279
4/30/1996,6.169,6.169,6.169,6.17,6.329,6.442,6.557,6.617,6.679,6.743,6.81,6.867,6.933,7.026,7.291
3/29/1996,5.145,5.253,5.473,5.896,6.025,6.125,6.225,6.278,6.333,6.39,6.449,6.506,6.612,6.747,7.13
2/29/1996,5.033,5.101,5.242,5.526,5.663,5.757,5.855,5.938,6.025,6.114,6.205,6.297,6.404,6.544,6.949
1/31/1996,5.054,5.047,5.032,5.002,5.136,5.231,5.328,5.408,5.49,5.575,5.662,5.738,5.878,6.051,6.502
12/29/1995,5.082,5.157,5.186,5.243,5.314,5.397,5.482,5.524,5.568,5.613,5.66,5.704,5.826,5.971,6.344
11/30/1995,5.491,5.46,5.456,5.447,5.497,5.56,5.624,5.674,5.726,5.779,5.833,5.888,6.012,6.162,6.557
10/31/1995,5.514,5.569,5.618,5.716,5.805,5.859,5.915,5.966,6.018,6.072,6.127,6.175,6.272,6.393,6.716
9/29/1995,5.417,5.576,5.709,5.98,6.042,6.093,6.144,6.18,6.218,6.256,6.295,6.333,6.438,6.567,6.918
8/31/1995,5.45,5.525,5.675,5.979,6.072,6.134,6.198,6.245,6.294,6.345,6.397,6.449,6.567,6.715,7.131
7/31/1995,5.582,5.596,5.706,5.93,6.126,6.201,6.279,6.343,6.409,6.477,6.547,6.61,6.748,6.923,7.4
6/30/1995,5.573,5.586,5.634,5.815,5.982,6.033,6.086,6.141,6.197,6.255,6.315,6.372,6.509,6.679,7.138
5/31/1995,5.806,5.826,5.791,5.911,6.031,6.102,6.175,6.227,6.281,6.336,6.394,6.451,6.57,6.719,7.126
4/28/1995,5.866,6.08,6.316,6.607,6.864,6.951,7.043,7.083,7.125,7.168,7.214,7.255,7.345,7.463,7.805
3/31/1995,5.876,6.123,6.485,6.793,7.082,7.164,7.25,7.274,7.301,7.329,7.358,7.387,7.465,7.566,7.86
2/28/1995,5.943,6.168,6.422,6.737,7.052,7.132,7.217,7.249,7.284,7.321,7.36,7.399,7.477,7.58,7.889
1/31/1995,6.01,6.416,6.797,7.209,7.558,7.627,7.702,7.712,7.725,7.739,7.755,7.769,7.804,7.854,8
12/30/1994,5.703,6.496,7.195,7.618,8.005,8.013,8.026,8.018,8.011,8.005,8,7.997,8.017,8.044,8.123
11/30/1994,5.725,6.243,6.897,7.365,7.835,7.925,8.023,8.039,8.058,8.079,8.103,8.127,8.147,8.183,8.303
10/31/1994,5.151,5.671,6.15,6.758,7.296,7.506,7.727,7.798,7.875,7.957,8.043,8.115,8.137,8.194,8.403
9/30/1994,4.778,5.423,5.941,6.537,7.099,7.298,7.507,7.576,7.651,7.73,7.814,7.891,7.935,8.017,8.296
8/31/1994,4.668,5.034,5.547,6.077,6.608,6.804,7.009,7.089,7.174,7.263,7.357,7.451,7.516,7.622,7.965
7/29/1994,4.364,4.849,5.373,5.753,6.145,6.548,6.966,7.047,7.133,7.225,7.322,7.404,7.472,7.586,7.899
6/30/1994,4.22,4.807,5.498,6.314,6.59,6.877,7.176,7.255,7.341,7.432,7.527,7.616,7.689,7.808,8.142
5/31/1994,4.249,4.811,5.376,6.12,6.395,6.681,6.977,7.058,7.145,7.237,7.334,7.431,7.501,7.614,7.935
4/29/1994,3.952,4.431,5.092,5.855,6.177,6.51,6.856,6.946,7.041,7.142,7.248,7.338,7.394,7.493,7.781
3/31/1994,3.559,3.925,4.438,5.295,5.662,6.041,6.433,6.546,6.665,6.792,6.924,7.046,7.126,7.259,7.643
2/28/1994,3.434,3.69,3.986,4.742,5.069,5.406,5.753,5.873,5.999,6.13,6.266,6.404,6.555,6.764,7.35
1/31/1994,3.038,3.236,3.515,4.192,4.509,4.834,5.168,5.318,5.473,5.634,5.801,5.906,6.071,6.294,6.908
12/31/1993,3.067,3.299,3.59,4.306,4.65,5.004,5.368,5.504,5.646,5.794,5.948,6.055,6.209,6.418,7.01
11/30/1993,3.212,3.403,3.633,4.288,4.62,4.961,5.312,5.465,5.623,5.788,5.959,6.089,6.213,6.39,6.9
10/29/1993,3.105,3.286,3.473,4.062,4.36,4.666,4.98,5.11,5.244,5.382,5.526,5.649,5.8,6.001,6.563
9/30/1993,2.982,3.13,3.368,3.935,4.251,4.575,4.907,5.041,5.18,5.324,5.473,5.611,5.797,6.039,6.735
8/31/1993,3.076,3.215,3.378,3.918,4.247,4.585,4.931,5.099,5.258,5.399,5.545,5.692,5.873,6.113,6.818
7/30/1993,3.105,3.273,3.529,4.195,4.491,4.894,5.309,5.505,5.69,5.838,5.992,6.095,6.32,6.619,7.48
6/30/1993,3.085,3.212,3.444,4.066,4.41,4.804,5.21,5.443,5.663,5.808,5.96,6.076,6.351,6.712,7.801
5/31/1993,3.115,3.306,3.616,4.322,4.707,5.121,5.548,5.798,6.043,6.193,6.35,6.478,6.729,7.07,8.141
4/30/1993,2.961,3.065,3.263,3.86,4.256,4.765,5.29,5.567,5.851,6.022,6.203,6.361,6.634,7.009,8.223
3/31/1993,2.962,3.088,3.29,4.023,4.446,4.925,5.419,5.703,5.961,6.084,6.215,6.34,6.617,6.989,8.196
2/26/1993,3.005,3.14,3.28,3.971,4.427,4.897,5.382,5.645,5.901,6.038,6.183,6.331,6.599,6.961,8.154
1/29/1993,2.974,3.162,3.365,4.242,4.668,5.203,5.757,5.997,6.243,6.422,6.61,6.732,6.977,7.322,8.452
12/31/1992,3.149,3.382,3.589,4.648,5.171,5.693,6.234,6.492,6.727,6.838,6.957,7.046,7.252,7.545,8.515
11/30/1992,3.345,3.59,3.826,4.888,5.478,5.969,6.479,6.697,6.915,7.056,7.205,7.323,7.507,7.78,8.716
10/30/1992,3.012,3.286,3.517,4.465,4.956,5.531,6.127,6.395,6.671,6.856,7.051,7.22,7.463,7.822,9.068
9/30/1992,2.746,2.911,3.059,3.858,4.35,4.935,5.54,5.902,6.234,6.407,6.589,6.763,7.076,7.516,9.083
8/31/1992,3.229,3.339,3.453,4.205,4.742,5.258,5.792,6.13,6.46,6.645,6.84,7.038,7.259,7.591,8.749
7/31/1992,3.249,3.378,3.625,4.479,4.958,5.351,5.756,6.176,6.603,6.786,6.979,7.146,7.356,7.674,8.659
6/30/1992,3.653,3.778,4.056,4.927,5.432,5.841,6.264,6.704,7.098,7.253,7.418,7.574,7.751,8.033,8.936
5/29/1992,3.775,3.955,4.251,5.292,5.87,6.225,6.594,6.98,7.348,7.473,7.608,7.747,7.875,8.093,8.793
4/30/1992,3.776,3.967,4.319,5.548,6.078,6.441,6.82,7.216,7.619,7.782,7.957,8.059,8.149,8.327,8.933
3/31/1992,4.149,4.328,4.501,5.709,6.255,6.58,6.918,7.272,7.59,7.719,7.857,7.951,8.045,8.217,8.79
2/28/1992,4.024,4.127,4.306,5.35,5.856,6.199,6.556,6.927,7.284,7.416,7.557,7.667,7.802,8.023,8.76
1/31/1992,3.942,4.064,4.199,5.202,5.7,6.072,6.458,6.86,7.269,7.422,7.586,7.725,7.826,8.015,8.667
12/31/1991,3.963,4.013,4.092,4.835,5.151,5.53,5.92,6.326,6.684,6.811,6.947,7.075,7.274,7.564,8.534
11/29/1991,4.469,4.583,4.678,5.479,5.866,6.215,6.578,6.954,7.318,7.479,7.65,7.825,7.964,8.198,9.041
10/31/1991,4.97,5.032,5.093,5.81,6.106,6.436,6.778,7.133,7.493,7.621,7.759,7.877,7.98,8.163,8.787
9/30/1991,5.259,5.328,5.413,6.103,6.363,6.665,6.978,7.303,7.583,7.649,7.721,7.79,7.876,8.022,8.509
8/30/1991,5.489,5.596,5.734,6.468,6.814,7.105,7.407,7.723,8.016,8.063,8.117,8.174,8.212,8.302,8.627
7/31/1991,5.681,5.803,6.15,6.928,7.253,7.516,7.791,8.077,8.366,8.415,8.47,8.517,8.537,8.606,8.861
6/28/1991,5.698,5.94,6.317,7.057,7.462,7.805,8.163,8.329,8.439,8.476,8.518,8.558,8.586,8.653,8.898
5/31/1991,5.698,5.941,6.182,6.836,7.263,7.614,7.98,8.134,8.249,8.29,8.336,8.383,8.421,8.502,8.787
4/30/1991,5.692,5.824,6.033,6.928,7.228,7.542,7.868,8.065,8.222,8.258,8.3,8.336,8.358,8.419,8.637
3/29/1991,5.938,6.057,6.256,7.201,7.473,7.734,8.007,8.133,8.246,8.282,8.323,8.362,8.399,8.472,8.723
2/28/1991,6.266,6.374,6.458,7.247,7.496,7.707,7.928,8.061,8.19,8.234,8.281,8.331,8.361,8.427,8.657
1/31/1991,6.387,6.488,6.506,7.202,7.411,7.616,7.83,7.988,8.148,8.204,8.265,8.317,8.352,8.426,8.665
12/31/1990,6.642,6.742,6.867,7.389,7.525,7.705,7.893,8.108,8.289,8.308,8.331,8.355,8.395,8.47,8.709
11/30/1990,7.267,7.388,7.351,7.758,7.902,8.049,8.201,8.317,8.427,8.456,8.488,8.521,8.555,8.618,8.821
10/31/1990,7.34,7.454,7.397,7.912,8.102,8.277,8.459,8.621,8.785,8.843,8.905,8.957,8.973,9.025,9.224
9/28/1990,7.356,7.537,7.664,8.179,8.352,8.526,8.707,8.788,8.874,8.965,9.06,9.149,9.169,9.229,9.46
8/31/1990,7.617,7.742,7.763,8.256,8.455,8.561,8.673,8.773,8.877,8.987,9.102,9.218,9.225,9.274,9.478
7/31/1990,7.731,7.706,7.851,8.053,8.169,8.235,8.304,8.363,8.425,8.489,8.556,8.611,8.613,8.635,8.722
6/29/1990,7.997,8.005,8.032,8.414,8.477,8.504,8.533,8.551,8.57,8.59,8.611,8.63,8.614,8.604,8.585
5/31/1990,8.023,8.164,8.23,8.693,8.731,8.74,8.751,8.765,8.781,8.797,8.815,8.832,8.816,8.804,8.777
4/30/1990,8.037,8.393,8.544,9.186,9.256,9.237,9.221,9.226,9.231,9.238,9.245,9.25,9.233,9.217,9.175
3/30/1990,8.049,8.222,8.339,8.841,8.87,8.853,8.838,8.834,8.832,8.829,8.827,8.824,8.824,8.824,8.824
2/28/1990,8.035,8.143,8.114,8.631,8.641,8.642,8.645,8.661,8.678,8.695,8.714,8.732,8.735,8.746,8.784
1/31/1990,8.017,8.122,8.079,8.45,8.528,8.515,8.503,8.53,8.558,8.586,8.616,8.64,8.644,8.656,8.7
12/29/1989,7.786,7.861,7.821,8.011,8.036,8.012,7.988,8.016,8.044,8.074,8.104,8.131,8.139,8.156,8.209
11/30/1989,7.843,7.781,7.702,7.898,7.89,7.885,7.881,7.907,7.934,7.961,7.989,8.017,8.034,8.061,8.142
10/31/1989,8.037,8.001,7.884,8.035,8.075,8.037,7.999,8.018,8.036,8.055,8.074,8.089,8.083,8.08,8.075
9/29/1989,8.176,8.357,8.473,8.641,8.619,8.555,8.491,8.484,8.475,8.466,8.456,8.447,8.433,8.412,8.349
8/31/1989,8.16,8.22,8.305,8.596,8.538,8.484,8.43,8.429,8.427,8.425,8.422,8.419,8.404,8.383,8.323
7/31/1989,8.047,7.843,7.64,7.668,7.708,7.701,7.693,7.762,7.831,7.903,7.977,8.038,8.063,8.109,8.249
6/30/1989,8.239,8.128,8.122,8.216,8.186,8.182,8.178,8.195,8.213,8.231,8.25,8.266,8.244,8.221,8.169
5/31/1989,8.913,8.86,8.857,9.012,8.957,8.887,8.816,8.808,8.8,8.79,8.78,8.77,8.777,8.779,8.779
4/28/1989,8.778,9.049,9.426,9.508,9.428,9.359,9.289,9.281,9.272,9.262,9.252,9.241,9.195,9.134,8.958
3/31/1989,9.19,9.503,9.837,9.92,9.826,9.751,9.673,9.625,9.576,9.524,9.47,9.42,9.365,9.281,9.022
